group_id,annotator,edf,notes,updated_at
"143","annotator_A","nonedf","挙動の記述が「なし」。検証すべき効果が未指定でDOM判定不能。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"144","annotator_A","nonedf","操作（クリック/選択/入力等）のみで結果効果が未指定。DOMに何が現れるべきか不定。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"145","annotator_A","nonedf","操作（クリック/選択/入力等）のみで結果効果が未指定。DOMに何が現れるべきか不定。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"146","annotator_A","nonedf","操作（クリック/選択/入力等）のみで結果効果が未指定。DOMに何が現れるべきか不定。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"147","annotator_A","nonedf","操作（クリック/選択/入力等）のみで結果効果が未指定。DOMに何が現れるべきか不定。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"148","annotator_A","edf","DOMで誘発可能な入力条件＋観測可能な結果（エラー表示/入力ブロック/確認ダイアログ）。有限操作で判定可能。EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"149","annotator_A","edf","DOMで誘発可能な入力条件＋観測可能な結果（エラー表示/入力ブロック/確認ダイアログ）。有限操作で判定可能。EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"150","annotator_A","edf","DOMで誘発可能な入力条件＋観測可能な結果（エラー表示/入力ブロック/確認ダイアログ）。有限操作で判定可能。EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"151","annotator_A","edf","DOMで誘発可能な入力条件＋観測可能な結果（エラー表示/入力ブロック/確認ダイアログ）。有限操作で判定可能。EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"152","annotator_A","edf","DOMで誘発可能な入力条件＋観測可能な結果（エラー表示/入力ブロック/確認ダイアログ）。有限操作で判定可能。EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"153","annotator_A","nonedf","「退職等の無効ユーザー」の有効性は意味的属性でDOM観測のみでは判定不能。非EDF。","Mon Jul 13 2026 13:31:40 GMT+0800 (Singapore Standard Time)"
"1","annotator_B","edf","特定の画面（カンバンボード）が表示されているかどうかは、DOM要素の存在確認等により自動テストで判定可能です。","Mon Jul 13 2026 13:43:30 GMT+0800 (Singapore Standard Time)"
"2","annotator_B","edf","","Mon Jul 13 2026 13:44:12 GMT+0800 (Singapore Standard Time)"
"3","annotator_B","edf","","Mon Jul 13 2026 13:44:53 GMT+0800 (Singapore Standard Time)"
"4","annotator_B","edf","","Mon Jul 13 2026 13:46:26 GMT+0800 (Singapore Standard Time)"
"5","annotator_B","edf","","Mon Jul 13 2026 13:47:13 GMT+0800 (Singapore Standard Time)"
"6","annotator_B","nonedf","クリックした結果どのような状態変化やDOMの更新が発生すべきかが未特定であるため、判定不可能です。","Mon Jul 13 2026 13:47:52 GMT+0800 (Singapore Standard Time)"
"7","annotator_B","edf","","Mon Jul 13 2026 13:48:28 GMT+0800 (Singapore Standard Time)"
"8","annotator_B","edf","","Mon Jul 13 2026 13:48:53 GMT+0800 (Singapore Standard Time)"
"9","annotator_B","edf","","Mon Jul 13 2026 13:49:28 GMT+0800 (Singapore Standard Time)"
"10","annotator_B","edf","","Mon Jul 13 2026 13:50:00 GMT+0800 (Singapore Standard Time)"
"11","annotator_B","nonedf","クリック対象やクリック後の期待される挙動・DOMの変化が具体的に指定されておらず、判定不可能です。","Mon Jul 13 2026 13:50:38 GMT+0800 (Singapore Standard Time)"
"12","annotator_B","nonedf","「クリック。」という記述だけでは、操作対象やクリック後に期待されるDOMの変化が特定できないため、実行による判定が不可能です。","Mon Jul 13 2026 13:52:08 GMT+0800 (Singapore Standard Time)"
"13","annotator_B","edf","","Mon Jul 13 2026 13:52:52 GMT+0800 (Singapore Standard Time)"
"14","annotator_B","edf","","Mon Jul 13 2026 13:53:37 GMT+0800 (Singapore Standard Time)"
"15","annotator_B","edf","","Mon Jul 13 2026 13:54:17 GMT+0800 (Singapore Standard Time)"
"16","annotator_B","edf","","Mon Jul 13 2026 13:54:59 GMT+0800 (Singapore Standard Time)"
"17","annotator_B","edf","ネットワークエラーのシミュレートと特定メッセージのDOM表示確認により、機械的に判定可能です。","Mon Jul 13 2026 13:55:29 GMT+0800 (Singapore Standard Time)"
"18","annotator_B","edf","","Mon Jul 13 2026 13:56:07 GMT+0800 (Singapore Standard Time)"
"19","annotator_B","edf","","Mon Jul 13 2026 13:56:35 GMT+0800 (Singapore Standard Time)"
"20","annotator_B","edf","","Mon Jul 13 2026 13:57:09 GMT+0800 (Singapore Standard Time)"
"21","annotator_B","nonedf","「なし」という記述からは具体的な検証内容やDOMの挙動が特定できないため、判定不可能です。","Mon Jul 13 2026 13:57:38 GMT+0800 (Singapore Standard Time)"
"22","annotator_B","nonedf","「クリック」という言葉だけでは、クリックした際の効果や期待されるDOMの変化が未特定であるため判定できません。","Mon Jul 13 2026 13:59:04 GMT+0800 (Singapore Standard Time)"
"23","annotator_B","nonedf","「項目クリック」だけではクリックした結果どうなるべきかという期待される効果が未特定であるため。","Mon Jul 13 2026 13:59:48 GMT+0800 (Singapore Standard Time)"
"24","annotator_B","nonedf","「日付選択」という名詞のみでは、期待される具体的なDOMの挙動や変化が特定できません。","Mon Jul 13 2026 14:00:31 GMT+0800 (Singapore Standard Time)"
"25","annotator_B","nonedf","「カテゴリ選択」という文言のみでは、具体的な操作や期待されるDOMの挙動が特定できないため。","Mon Jul 13 2026 14:01:14 GMT+0800 (Singapore Standard Time)"
"26","annotator_B","nonedf","「数値入力」という表現だけでは、具体的な期待される挙動やDOMの変化が未特定であるため。","Mon Jul 13 2026 14:02:03 GMT+0800 (Singapore Standard Time)"
"27","annotator_B","edf","","Mon Jul 13 2026 14:02:50 GMT+0800 (Singapore Standard Time)"
"28","annotator_B","nonedf","「クリック」という言葉だけでは、クリックした際に対象がどう変化すべきかという期待される効果が未特定です。","Mon Jul 13 2026 14:03:28 GMT+0800 (Singapore Standard Time)"
"29","annotator_B","edf","","Mon Jul 13 2026 14:04:00 GMT+0800 (Singapore Standard Time)"
"30","annotator_B","nonedf","クリックした結果として期待されるDOMの変化や具体的な効果が文面から特定できません。","Mon Jul 13 2026 14:04:48 GMT+0800 (Singapore Standard Time)"
"31","annotator_B","nonedf","条件のみが記載されており、その場合に発生すべき具体的な挙動や効果が未特定であるため。","Mon Jul 13 2026 14:05:25 GMT+0800 (Singapore Standard Time)"
"32","annotator_B","edf","","Mon Jul 13 2026 14:05:53 GMT+0800 (Singapore Standard Time)"
"33","annotator_B","nonedf","条件のみが記載されており、発生すべき具体的なDOM上の効果や挙動が明記されていないため。","Mon Jul 13 2026 14:06:40 GMT+0800 (Singapore Standard Time)"
"34","annotator_B","edf","入力値に対する自動削除またはエラーメッセージの表示と処理中断は、DOM観測により決定的に判定可能です。","Mon Jul 13 2026 14:07:22 GMT+0800 (Singapore Standard Time)"
"35","annotator_B","nonedf","条件のみが記載されており、発生すべき具体的なDOM上の効果（エラー表示など）が特定されていないため。","Mon Jul 13 2026 14:08:08 GMT+0800 (Singapore Standard Time)"
"36","annotator_B","edf","","Mon Jul 13 2026 14:08:37 GMT+0800 (Singapore Standard Time)"
"37","annotator_B","nonedf","「カテゴリが未選択の場合」にどのような挙動が発生すべきかが明記されておらず、効果が未特定であるため。","Mon Jul 13 2026 14:09:27 GMT+0800 (Singapore Standard Time)"
"38","annotator_B","edf","保存ボタン押下時のエラーメッセージ表示と処理中断は、DOMの観測および状態遷移の確認により機械的に判定可能です。","Mon Jul 13 2026 14:09:57 GMT+0800 (Singapore Standard Time)"
"39","annotator_B","edf","","Mon Jul 13 2026 14:10:41 GMT+0800 (Singapore Standard Time)"
"40","annotator_B","edf","","Mon Jul 13 2026 14:11:11 GMT+0800 (Singapore Standard Time)"
"41","annotator_B","nonedf","サーバーエラー発生時にどのような挙動になるべきかの具体的な期待値が記述されておらず、判定基準が未特定であるため。","Mon Jul 13 2026 14:11:35 GMT+0800 (Singapore Standard Time)"
"42","annotator_B","edf","","Mon Jul 13 2026 14:12:21 GMT+0800 (Singapore Standard Time)"
"43","annotator_B","edf","","Mon Jul 13 2026 14:12:53 GMT+0800 (Singapore Standard Time)"
"44","annotator_B","edf","","Mon Jul 13 2026 14:13:33 GMT+0800 (Singapore Standard Time)"
"45","annotator_B","edf","","Mon Jul 13 2026 14:15:34 GMT+0800 (Singapore Standard Time)"
"46","annotator_B","edf","","Mon Jul 13 2026 14:16:17 GMT+0800 (Singapore Standard Time)"
"47","annotator_B","edf","","Mon Jul 13 2026 14:17:09 GMT+0800 (Singapore Standard Time)"
"48","annotator_B","edf","","Mon Jul 13 2026 14:17:52 GMT+0800 (Singapore Standard Time)"
"49","annotator_B","nonedf","クリックした結果として期待されるDOMの変化や状態遷移が明記されておらず、効果が未特定であるため。","Mon Jul 13 2026 14:18:51 GMT+0800 (Singapore Standard Time)"
"50","annotator_B","edf","","Mon Jul 13 2026 14:19:28 GMT+0800 (Singapore Standard Time)"
"51","annotator_B","nonedf","ボタンをクリックした結果、どのような挙動やDOMの変化が発生すべきかが具体的に指定されていないため判定できません。","Mon Jul 13 2026 14:20:14 GMT+0800 (Singapore Standard Time)"
"52","annotator_B","edf","","Mon Jul 13 2026 14:20:59 GMT+0800 (Singapore Standard Time)"
"53","annotator_B","nonedf","ボタンをクリックした結果、どのようなDOMの変化や遷移が発生すべきかの期待値が未特定であるため。","Mon Jul 13 2026 14:21:54 GMT+0800 (Singapore Standard Time)"
"54","annotator_B","edf","","Mon Jul 13 2026 14:22:37 GMT+0800 (Singapore Standard Time)"
"55","annotator_B","edf","","Mon Jul 13 2026 14:23:34 GMT+0800 (Singapore Standard Time)"
"56","annotator_B","edf","","Mon Jul 13 2026 14:24:03 GMT+0800 (Singapore Standard Time)"
"57","annotator_B","edf","","Mon Jul 13 2026 14:25:53 GMT+0800 (Singapore Standard Time)"
"58","annotator_B","edf","","Mon Jul 13 2026 14:26:33 GMT+0800 (Singapore Standard Time)"
"59","annotator_B","nonedf","文末が切れており、超過時にどのようなDOM変化（エラー表示等）が起こるべきか効果が未特定であるため。","Mon Jul 13 2026 14:27:12 GMT+0800 (Singapore Standard Time)"
"60","annotator_B","edf","","Mon Jul 13 2026 14:28:36 GMT+0800 (Singapore Standard Time)"
"61","annotator_B","edf","","Mon Jul 13 2026 14:29:17 GMT+0800 (Singapore Standard Time)"
"62","annotator_B","edf","特定の操作により商品詳細/編集画面が表示されることは、DOMの要素存在確認によって機械的に判定可能であるため。","Mon Jul 13 2026 14:30:03 GMT+0800 (Singapore Standard Time)"
"63","annotator_B","edf","","Mon Jul 13 2026 14:30:39 GMT+0800 (Singapore Standard Time)"
"64","annotator_B","edf","","Mon Jul 13 2026 14:31:39 GMT+0800 (Singapore Standard Time)"
"65","annotator_B","edf","","Mon Jul 13 2026 14:33:31 GMT+0800 (Singapore Standard Time)"
"66","annotator_B","edf","","Mon Jul 13 2026 14:34:17 GMT+0800 (Singapore Standard Time)"
"67","annotator_B","edf","","Mon Jul 13 2026 14:34:57 GMT+0800 (Singapore Standard Time)"
"68","annotator_B","edf","","Mon Jul 13 2026 14:35:33 GMT+0800 (Singapore Standard Time)"
"69","annotator_B","nonedf","データベースへの保存や検証結果がDOMにどのように表現されるかが具体的に指定されていないため。","Mon Jul 13 2026 14:36:04 GMT+0800 (Singapore Standard Time)"
"70","annotator_B","edf","","Mon Jul 13 2026 14:36:46 GMT+0800 (Singapore Standard Time)"
"71","annotator_B","edf","","Mon Jul 13 2026 14:37:18 GMT+0800 (Singapore Standard Time)"
"72","annotator_B","edf","","Mon Jul 13 2026 14:37:51 GMT+0800 (Singapore Standard Time)"
"73","annotator_B","edf","","Mon Jul 13 2026 14:38:23 GMT+0800 (Singapore Standard Time)"
"74","annotator_B","edf","文末が切れていますが、特定の入力に対して指定されたエラーメッセージがDOM上に表示されるかを機械的に判定可能です。","Mon Jul 13 2026 14:38:51 GMT+0800 (Singapore Standard Time)"
"75","annotator_B","nonedf","文面が条件のみで、期待される振る舞い（効果）が未特定であるため。","Mon Jul 13 2026 14:39:30 GMT+0800 (Singapore Standard Time)"
"76","annotator_B","edf","","Mon Jul 13 2026 14:40:01 GMT+0800 (Singapore Standard Time)"
"77","annotator_B","edf","","Mon Jul 13 2026 14:40:47 GMT+0800 (Singapore Standard Time)"
"78","annotator_B","edf","","Mon Jul 13 2026 14:41:37 GMT+0800 (Singapore Standard Time)"
"79","annotator_B","edf","","Mon Jul 13 2026 14:42:17 GMT+0800 (Singapore Standard Time)"
"80","annotator_B","nonedf","具体的な主張が記述されていないため、実行による判定が不可能です。","Mon Jul 13 2026 14:42:52 GMT+0800 (Singapore Standard Time)"
"81","annotator_B","nonedf","タップした結果どのようなDOM変化や遷移が発生すべきかという期待される挙動が特定されていないため。","Mon Jul 13 2026 14:43:36 GMT+0800 (Singapore Standard Time)"
"82","annotator_B","nonedf","「タップ」という操作のみが記載されており、その結果どのようなDOM変化が起きるべきかという期待される挙動が未特定であるため。","Mon Jul 13 2026 14:44:06 GMT+0800 (Singapore Standard Time)"
"83","annotator_B","nonedf","「なし」という記述のみであり、検証すべき具体的な挙動やDOM上の変化が定義されていません。","Mon Jul 13 2026 14:44:34 GMT+0800 (Singapore Standard Time)"
"84","annotator_B","nonedf","「タップ」という操作名のみが記載されており、期待される具体的な挙動やDOMの変化が定義されていないため判定不可能です。","Mon Jul 13 2026 14:45:07 GMT+0800 (Singapore Standard Time)"
"85","annotator_B","nonedf","「タップ」という操作のみが記載されており、期待される具体的な挙動やDOMの変化が特定されていません。","Mon Jul 13 2026 14:45:39 GMT+0800 (Singapore Standard Time)"
"86","annotator_B","nonedf","「日付/期間の選択」という機能名のみが示されており、具体的にどのような挙動やDOMの変化が期待されるかが未特定であるため。","Mon Jul 13 2026 14:46:25 GMT+0800 (Singapore Standard Time)"
"87","annotator_B","nonedf","具体的な主張が存在しないため、実行による判定が不可能です。","Mon Jul 13 2026 14:47:07 GMT+0800 (Singapore Standard Time)"
"88","annotator_B","edf","出勤済み状態での再打刻時の挙動（エラー表示やボタン非活性化など）は、有限のDOM操作と状態遷移で機械的に判定可能です。","Mon Jul 13 2026 14:47:49 GMT+0800 (Singapore Standard Time)"
"89","annotator_B","edf","","Mon Jul 13 2026 14:48:22 GMT+0800 (Singapore Standard Time)"
"90","annotator_B","edf","","Mon Jul 13 2026 14:49:07 GMT+0800 (Singapore Standard Time)"
"91","annotator_B","edf","","Mon Jul 13 2026 14:49:48 GMT+0800 (Singapore Standard Time)"
"92","annotator_B","nonedf","通信失敗時にどのようなDOM変化（エラー表示など）が発生すべきか、具体的な挙動が明記されていないため非EDFと判断します。","Mon Jul 13 2026 14:51:38 GMT+0800 (Singapore Standard Time)"
"93","annotator_B","edf","","Mon Jul 13 2026 14:52:11 GMT+0800 (Singapore Standard Time)"
"94","annotator_B","edf","","Mon Jul 13 2026 14:52:45 GMT+0800 (Singapore Standard Time)"
"95","annotator_B","edf","打刻可能時間外に打刻を試みた際、特定のエラーメッセージがDOM上に表示されるかは、モック等を用いた有限の決定的なブラウザ操作で判定可能です。","Mon Jul 13 2026 14:53:30 GMT+0800 (Singapore Standard Time)"
"96","annotator_B","nonedf","「サーバーエラー:」という文言のみでは、期待される具体的なDOMの挙動や発生条件が未特定であるため。","Mon Jul 13 2026 14:54:10 GMT+0800 (Singapore Standard Time)"
"97","annotator_B","edf","","Mon Jul 13 2026 14:54:59 GMT+0800 (Singapore Standard Time)"
"98","annotator_B","edf","","Mon Jul 13 2026 14:56:12 GMT+0800 (Singapore Standard Time)"
"99","annotator_B","edf","","Mon Jul 13 2026 14:57:12 GMT+0800 (Singapore Standard Time)"
"100","annotator_B","edf","","Mon Jul 13 2026 14:57:55 GMT+0800 (Singapore Standard Time)"
"101","annotator_B","edf","","Mon Jul 13 2026 14:58:40 GMT+0800 (Singapore Standard Time)"
"102","annotator_B","nonedf","「クリック」という単語のみでは、対象やクリック後の期待される挙動が未特定であるため判定できません。","Mon Jul 13 2026 14:59:21 GMT+0800 (Singapore Standard Time)"
"103","annotator_B","nonedf","クリックした結果として期待されるDOMの状態変化や遷移先が明記されておらず、効果が未特定であるため。","Mon Jul 13 2026 15:00:18 GMT+0800 (Singapore Standard Time)"
"104","annotator_B","edf","","Mon Jul 13 2026 15:01:00 GMT+0800 (Singapore Standard Time)"
"105","annotator_B","nonedf","「クリック」という言葉だけでは、操作対象やクリック後に期待されるDOMの変化（効果）が未特定であるため、判定不可能です。","Mon Jul 13 2026 15:01:44 GMT+0800 (Singapore Standard Time)"
"106","annotator_B","nonedf","クリック対象やクリック後の期待される挙動・効果が具体的に指定されておらず、判定基準が未特定です。","Mon Jul 13 2026 15:02:31 GMT+0800 (Singapore Standard Time)"
"107","annotator_B","nonedf","「クリック」という単語のみであり、具体的な操作対象や期待される効果が未特定のため判定できません。","Mon Jul 13 2026 15:03:18 GMT+0800 (Singapore Standard Time)"
"108","annotator_B","edf","","Mon Jul 13 2026 15:04:10 GMT+0800 (Singapore Standard Time)"
"109","annotator_B","nonedf","「クリック」という単語のみであり、操作対象やクリック後の期待される挙動・効果が未特定であるため。","Mon Jul 13 2026 15:05:36 GMT+0800 (Singapore Standard Time)"
"110","annotator_B","edf","","Mon Jul 13 2026 15:07:03 GMT+0800 (Singapore Standard Time)"
"111","annotator_B","nonedf","「クリック」という単語のみであり、対象やクリック後の期待される挙動・DOMの変化が未特定であるため判定できません。","Mon Jul 13 2026 15:07:28 GMT+0800 (Singapore Standard Time)"
"112","annotator_B","nonedf","文末が途切れており、ボタンクリック後に期待される具体的な挙動や表示内容が未特定であるため。","Mon Jul 13 2026 15:07:55 GMT+0800 (Singapore Standard Time)"
"113","annotator_B","edf","","Mon Jul 13 2026 15:08:40 GMT+0800 (Singapore Standard Time)"
"114","annotator_B","edf","","Mon Jul 13 2026 15:09:22 GMT+0800 (Singapore Standard Time)"
"115","annotator_B","nonedf","文末が切れており、未回答の質問の横に何が表示されるべきかという具体的な効果が未特定であるため。","Mon Jul 13 2026 15:09:55 GMT+0800 (Singapore Standard Time)"
"116","annotator_B","nonedf","期待されるエラーメッセージや挙動が文末で空欄になっており、効果が未特定であるため。","Mon Jul 13 2026 15:10:29 GMT+0800 (Singapore Standard Time)"
"117","annotator_B","edf","文末が切れていますが、特定のメッセージが表示されることの確認はDOMから決定的に判定可能です。","Mon Jul 13 2026 15:10:57 GMT+0800 (Singapore Standard Time)"
"118","annotator_B","nonedf","文が途中で切れており、上限超過時にどのようなDOM変化（エラー表示等）が発生すべきか具体的に特定できないため。","Mon Jul 13 2026 15:11:38 GMT+0800 (Singapore Standard Time)"
"119","annotator_B","edf","","Mon Jul 13 2026 15:12:23 GMT+0800 (Singapore Standard Time)"
"120","annotator_B","edf","","Mon Jul 13 2026 15:14:07 GMT+0800 (Singapore Standard Time)"
"121","annotator_B","edf","","Mon Jul 13 2026 15:14:50 GMT+0800 (Singapore Standard Time)"
"122","annotator_B","nonedf","操作手順のみが記載されており、その結果として期待されるDOMの変化や挙動が定義されていないため判定不可能です。","Mon Jul 13 2026 15:15:22 GMT+0800 (Singapore Standard Time)"
"123","annotator_B","edf","","Mon Jul 13 2026 15:15:56 GMT+0800 (Singapore Standard Time)"
"124","annotator_B","nonedf","「クリック」という単語のみであり、クリック対象やクリック後に期待されるDOMの変化が未特定であるため。","Mon Jul 13 2026 15:16:35 GMT+0800 (Singapore Standard Time)"
"125","annotator_B","edf","","Mon Jul 13 2026 15:18:11 GMT+0800 (Singapore Standard Time)"
"126","annotator_B","nonedf","「クリック」という単語のみであり、対象やクリック後の期待される挙動が未特定のため判定できません。","Mon Jul 13 2026 15:18:42 GMT+0800 (Singapore Standard Time)"
"127","annotator_B","nonedf","「クリック」という単語のみでは、クリックした際のアクションや期待されるDOMの遷移・状態変化が具体的に特定されていません。","Mon Jul 13 2026 15:19:15 GMT+0800 (Singapore Standard Time)"
"128","annotator_B","edf","","Mon Jul 13 2026 15:19:56 GMT+0800 (Singapore Standard Time)"
"129","annotator_B","nonedf","単に「クリック」とあるだけで、対象やクリック後の期待される挙動・DOMの変化が特定されていないため。","Mon Jul 13 2026 15:20:26 GMT+0800 (Singapore Standard Time)"
"130","annotator_B","nonedf","「クリック」という単語のみであり、期待される動作やDOMの変化が特定されていないため判定不可能です。","Mon Jul 13 2026 15:21:04 GMT+0800 (Singapore Standard Time)"
"131","annotator_B","edf","","Mon Jul 13 2026 15:21:34 GMT+0800 (Singapore Standard Time)"
"132","annotator_B","edf","","Mon Jul 13 2026 15:22:04 GMT+0800 (Singapore Standard Time)"
"133","annotator_B","edf","不正な形式の文字列を入力した際のエラー表示や送信ブロックは、有限のテスト入力によりDOM上で決定的に判定可能です。","Mon Jul 13 2026 15:22:40 GMT+0800 (Singapore Standard Time)"
"134","annotator_B","nonedf","「正しい」の具体的な挙動（エラー表示や送信可否など）が文面から特定できないため、効果未特定としてnonedfと判定しました。","Mon Jul 13 2026 15:24:18 GMT+0800 (Singapore Standard Time)"
"135","annotator_B","edf","","Mon Jul 13 2026 15:24:52 GMT+0800 (Singapore Standard Time)"
"136","annotator_B","edf","","Mon Jul 13 2026 15:25:36 GMT+0800 (Singapore Standard Time)"
"137","annotator_B","edf","","Mon Jul 13 2026 15:26:05 GMT+0800 (Singapore Standard Time)"
"138","annotator_B","edf","","Mon Jul 13 2026 15:26:36 GMT+0800 (Singapore Standard Time)"
"139","annotator_B","nonedf","「クリック」という文言だけでは、操作対象やクリック後に期待されるDOMの変化が特定できないため判定不可能です。","Mon Jul 13 2026 15:27:03 GMT+0800 (Singapore Standard Time)"
"140","annotator_B","nonedf","操作のみが記載されており、期待されるDOMの変化や効果が特定されていないため。","Mon Jul 13 2026 15:27:40 GMT+0800 (Singapore Standard Time)"
"141","annotator_B","nonedf","操作のみが列挙されており、それによる期待される結果やDOMの変化（効果）が特定されていないため。","Mon Jul 13 2026 15:28:17 GMT+0800 (Singapore Standard Time)"
"142","annotator_B","edf","","Mon Jul 13 2026 15:28:45 GMT+0800 (Singapore Standard Time)"
"143","annotator_B","nonedf","主張が「なし」とされており、具体的な検証対象の挙動が定義されていないため判定できません。","Mon Jul 13 2026 15:29:22 GMT+0800 (Singapore Standard Time)"
"144","annotator_B","nonedf","「ステータス選択」という文言のみでは、期待される具体的な挙動やDOMの変化が未特定であるため。","Mon Jul 13 2026 15:31:12 GMT+0800 (Singapore Standard Time)"
"145","annotator_B","nonedf","「担当者選択」という文言のみでは、具体的な挙動や期待されるDOMの状態変化が特定できないため。","Mon Jul 13 2026 15:32:15 GMT+0800 (Singapore Standard Time)"
"146","annotator_B","nonedf","ボタンをクリックした結果、どのようなDOM変化や遷移が発生すべきかという期待される効果が記述されていないため、判定基準が未特定です。","Mon Jul 13 2026 15:33:01 GMT+0800 (Singapore Standard Time)"
"147","annotator_B","nonedf","ボタンクリック後の期待される振る舞いやDOMの変化が明記されておらず、効果が未特定であるため。","Mon Jul 13 2026 15:34:43 GMT+0800 (Singapore Standard Time)"
"148","annotator_B","edf","","Mon Jul 13 2026 15:35:23 GMT+0800 (Singapore Standard Time)"
"149","annotator_B","nonedf","文末が「フィール」で途切れており、期待される具体的なDOM上の挙動や効果が特定できないため。","Mon Jul 13 2026 15:35:48 GMT+0800 (Singapore Standard Time)"
"150","annotator_B","edf","","Mon Jul 13 2026 15:36:30 GMT+0800 (Singapore Standard Time)"
"151","annotator_B","nonedf","文末が途切れており、サイズ超過時にどのようなDOM上の変化やエラー表示が発生すべきか効果が未特定であるため。","Mon Jul 13 2026 15:38:20 GMT+0800 (Singapore Standard Time)"
"152","annotator_B","edf","","Mon Jul 13 2026 15:39:04 GMT+0800 (Singapore Standard Time)"
"153","annotator_B","nonedf","文が途中で切れており、期待される具体的な挙動（効果）が未特定であるため。","Mon Jul 13 2026 15:40:25 GMT+0800 (Singapore Standard Time)"
